Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
10.06.2017;02:00;03:00;4.435,5;2.151,75;684;4.396,25;0;169;9.084,5;14.075;3.458;1.509,25;981;3.722,25
10.06.2017;03:00;04:00;4.418,5;2.103,5;698,75;4.378,25;0;169;9.084;14.137,25;3.063,5;1.517,25;441;3.445,75
10.06.2017;04:00;05:00;4.435,75;2.122,5;623,25;4.217,5;2,5;168,75;9.077,25;14.146,25;2.708,25;1.510,75;208;3.464,5
10.06.2017;05:00;06:00;4.430,25;2.112,25;517;4.037,5;281;168,25;9.093,25;14.198,5;2.710;1.525;259,25;3.521,75
10.06.2017;06:00;07:00;4.461;2.176,5;489,5;3.407;2.035,75;168;9.118,5;14.188,75;2.792,75;1.525;538,5;3.408,5
10.06.2017;07:00;08:00;4.488,75;2.189;538,75;1.927,5;5.952;168;9.118;14.150,25;3.232,5;1.539,75;1.245,5;3.886,5
10.06.2017;08:00;09:00;4.529,75;2.153;727,25;1.485;11.516,5;168;9.098,5;14.170;3.427,5;1.532,25;815,5;3.784,5
10.06.2017;09:00;10:00;4.544,25;2.143,25;909,25;2.009,25;17.036;167;9.057;14.149,5;3.387,5;1.501;354;3.640
10.06.2017;10:00;11:00;4.544,5;2.169,75;1.005,5;2.817,75;21.002,5;167;9.075,25;14.151,5;3.495,75;1.488,25;266,5;3.573,75
10.06.2017;11:00;12:00;4.534,5;2.189;1.077,5;3.186,5;22.561,25;166,25;9.068,75;14.149,25;3.391;1.484;449,75;3.847,5
10.06.2017;12:00;13:00;4.515,5;2.126;1.314;3.400,25;23.241,5;166;9.012;14.137,75;3.023,25;1.466,25;410,5;3.725,75
10.06.2017;13:00;14:00;4.518,25;2.123,25;1.451,25;3.492,5;23.661;165,25;8.915;14.076,25;2.165,25;1.479,75;394,5;3.246
10.06.2017;14:00;15:00;4.511,25;2.144,75;1.348,75;3.255,25;23.037,5;165;8.892,5;14.093,75;2.107,75;1.424,5;682,5;3.459,5
10.06.2017;15:00;16:00;4.490,25;2.139,5;1.259;2.738;20.932,25;165;8.729,25;13.985,5;2.079;1.433;568;3.305,25
10.06.2017;16:00;17:00;4.498,25;2.105,5;940,5;2.163,25;17.445;165;8.982,5;14.215;2.368,5;1.425,25;299,5;3.216,25
10.06.2017;17:00;18:00;4.501,25;2.126;732,25;1.611,75;12.989,75;165;9.011,75;14.196;3.482,75;1.439,25;840,75;4.147,25
10.06.2017;18:00;19:00;4.534,5;2.143,75;661,5;1.193,5;7.950,75;165;8.978,5;14.162,5;4.242,5;1.492;1.334,25;4.220,5
10.06.2017;19:00;20:00;4.533,75;2.154,5;619,75;982;3.680,25;165,5;9.033;14.229;4.284,75;1.490,25;2.613;4.209,25
10.06.2017;20:00;21:00;4.521,25;2.160,25;613,5;600,5;1.053,75;166;9.039;14.206;4.413;1.479;2.886,75;4.228,5
10.06.2017;21:00;22:00;4.504,5;2.125;912,5;368;57,5;167,25;9.037,5;14.146;4.355;1.479;3.481,5;4.281,75
10.06.2017;22:00;23:00;4.489,25;2.118,25;1.445;585,75;0;168,5;9.034,5;14.016,5;4.380,5;1.468,5;4.207,75;4.357,75
10.06.2017;23:00;00:00;4.472;2.079,75;2.192,5;1.459,75;0;169;8.994,25;13.969;4.099,75;1.433;2.060,75;4.246
11.06.2017;00:00;01:00;4.460,25;2.083,75;2.979,75;2.796,5;0;169,25;8.996,75;13.851,5;3.843,75;1.395,75;1.481,5;4.233
11.06.2017;01:00;02:00;4.461,5;2.109;3.445;4.233;0;170;9.033;13.870,75;2.975,75;1.291;624,25;3.477,75
11.06.2017;02:00;03:00;4.441,75;2.083,25;3.587;5.556,75;0;170;9.046,5;13.936,75;2.522;1.297,75;273;3.466,75
11.06.2017;03:00;04:00;4.422,5;2.074,25;3.744,25;6.318,25;0;170;9.047,5;13.703,75;2.349,25;1.309,25;167,75;3.423,75
11.06.2017;04:00;05:00;4.413;2.077,75;3.638;7.107,5;2;170;9.037,75;13.660,75;2.206;1.306;68,25;3.466
11.06.2017;05:00;06:00;4.434,75;2.088,25;3.448,5;7.240,75;286;170;9.006,75;13.646,5;2.159;1.301;44,5;3.632,25
11.06.2017;06:00;07:00;4.482,25;2.043,25;3.170;7.015,25;2.090,25;169;9.012;13.567,5;2.154;1.300,5;201,5;3.417
11.06.2017;07:00;08:00;4.507,75;2.001,5;3.033;5.186;6.244;168,25;9.010;13.413,75;2.178,25;1.273,5;185;3.533,25
11.06.2017;08:00;09:00;4.557,5;2.004;2.930;3.079,25;11.930,75;166,5;9.013,25;13.328,25;1.833,25;1.272,25;802,5;3.453,75
11.06.2017;09:00;10:00;4.559,75;2.030;2.995,25;2.613,5;17.419;165,75;8.974;13.371,25;1.720;1.285;1.216;3.422,75
11.06.2017;10:00;11:00;4.552,5;2.031,5;2.942,75;3.036,75;21.918;165;8.855;13.327,75;1.716,75;1.291;243;3.540
11.06.2017;11:00;12:00;4.529,5;2.011,5;2.829;3.624;24.782,5;164,75;8.725,5;12.987;1.700,75;1.288,25;127,75;3.451,25
11.06.2017;12:00;13:00;4.520,5;2.024,25;2.543,5;4.089,25;26.263,75;164;8.646;11.797,75;1.640,75;1.283,75;9,25;3.399,25
11.06.2017;13:00;14:00;4.511,75;2.059,25;2.198,25;4.541;26.221;163,5;8.674;9.527,75;1.643,5;1.251,75;19,5;3.315,75
11.06.2017;14:00;15:00;4.485,25;2.046,25;1.876,5;5.072,25;24.788,25;163;8.686;10.628;1.648,75;1.275,75;9,5;3.387,5
11.06.2017;15:00;16:00;4.455,5;2.070;1.715,75;5.379;21.530;163;8.789;12.198,5;1.623,25;1.302,75;83,25;3.425
11.06.2017;16:00;17:00;4.423,75;2.108,25;1.457;5.321;16.919,5;163;8.907,75;13.215,5;1.729;1.319,25;782,75;3.652,75
11.06.2017;17:00;18:00;4.410,25;2.064,25;1.379,25;5.481;11.662,75;163;8.933,5;13.565,5;2.337,5;1.333,25;2.409;3.391,75
11.06.2017;18:00;19:00;4.435,25;2.054,75;1.638,25;5.333,5;6.466,75;163;8.936,25;13.718,25;3.183,75;1.386,75;2.192,25;3.876,75
11.06.2017;19:00;20:00;4.480;2.023,75;1.795,25;5.311,5;2.637,5;163;8.941,25;13.738,25;3.959,5;1.458,5;3.372,5;3.923,5
11.06.2017;20:00;21:00;4.505,75;2.031;2.261,25;5.759,25;751;163,75;8.939,75;13.733,75;3.901,25;1.494;3.461,75;4.178,25
11.06.2017;21:00;22:00;4.499,5;2.041;2.069,25;5.949,25;43,75;165,25;8.957,25;13.715,5;3.812,5;1.514,5;3.851,5;3.988,75
11.06.2017;22:00;23:00;4.478,75;2.007,75;1.481,5;7.471;0;166,25;8.953,5;13.634,75;3.704;1.586,25;3.570,75;3.883,25
11.06.2017;23:00;00:00;4.459,25;1.998,25;1.666,5;8.819;0;167;8.949,25;13.606,75;3.124,25;1.474,5;1.780;3.492,25
12.06.2017;00:00;01:00;4.424,25;2.025,25;2.228,5;8.577;0;167;8.970,5;13.621,75;2.323,75;1.493,75;2.022;3.411,75
12.06.2017;01:00;02:00;4.390,75;2.014,25;2.764,75;9.008,5;0;167;8.974,25;13.812,5;2.366,5;1.498,5;873;3.426,5
12.06.2017;02:00;03:00;4.379,5;1.990,5;3.315,25;10.266,75;0;166,5;8.954,25;13.558,75;2.295,25;1.477,75;192,5;3.174,75
12.06.2017;03:00;04:00;4.375,5;1.973,75;3.593,25;11.679,25;0;166;8.951,75;12.800,75;2.109,5;1.419;46,5;3.053,5
12.06.2017;04:00;05:00;4.360,25;1.990,5;3.645,5;12.577,25;1,25;165,5;9.000,75;12.482,5;2.010,75;1.399,5;133,25;3.492
12.06.2017;05:00;06:00;4.385,75;1.994,5;3.714;12.570,25;209,75;165;9.005,25;13.244;2.236,5;1.423,5;443;3.643,25
12.06.2017;06:00;07:00;4.439,5;2.029,5;3.750,25;12.356,75;1.644,25;165;9.022;13.898,75;3.074,5;1.418,75;1.860,25;3.991
12.06.2017;07:00;08:00;4.478,75;1.983,5;3.813,5;12.474;4.469,75;164,75;9.005,75;14.077;3.831;1.487,25;3.997;4.483,75
12.06.2017;08:00;09:00;4.474,25;1.937,75;3.929;14.292,5;8.143,75;164;8.960,5;14.128,75;3.796,75;1.606;2.406,5;4.725,25
12.06.2017;09:00;10:00;4.467,25;1.992,75;4.021,75;15.687,5;11.914,5;164;8.990,75;13.856,5;3.455,5;1.646;2.050,5;4.646,75
12.06.2017;10:00;11:00;4.451,25;1.984,25;4.110;17.768,25;14.968,5;163,5;8.449,25;13.450,25;3.297,25;1.613,5;1.223,25;4.657,25
12.06.2017;11:00;12:00;4.443,75;2.011;4.121,75;20.136,5;16.425,5;163,5;8.203,75;12.823;2.985,25;1.775,5;1.071;4.550
12.06.2017;12:00;13:00;4.431;2.020,5;4.125;22.274,25;17.930,75;164;8.116,75;12.235,5;3.193,25;1.905,75;459,75;4.678
12.06.2017;13:00;14:00;4.406,25;2.045,5;4.173;22.869,5;19.075,25;163;8.139,25;10.698;3.273,75;2.022;228,75;4.974
12.06.2017;14:00;15:00;4.398,75;2.046;4.186,5;23.065,75;19.598,75;163;8.163,75;10.485;3.185;2.040,75;84,75;4.400,25
12.06.2017;15:00;16:00;4.421;2.077,25;4.194,5;23.068,5;18.371,5;164,75;8.473,5;10.541,5;2.476;1.678,5;177,5;4.145,25
12.06.2017;16:00;17:00;4.444,25;2.093,75;4.214,5;22.679;15.563,25;165,75;8.536;11.317,75;2.254,75;1.637,75;213;4.239,5
12.06.2017;17:00;18:00;4.434,25;2.055,5;4.216,75;22.314,5;11.817,75;165;8.583,75;12.721,5;2.300,5;1.635,75;340,25;4.305,25
12.06.2017;18:00;19:00;4.475;2.026;4.218,75;21.433,5;7.259,25;165;8.868,75;13.403,75;3.109;1.651;1.048;4.843
12.06.2017;19:00;20:00;4.492,75;2.049,25;4.232,75;19.916;3.317;165;8.932,75;13.691,75;3.903,25;1.673;2.183,75;5.063,25
12.06.2017;20:00;21:00;4.493,25;2.040;4.243;17.689;982,25;165;8.977,25;13.693,75;4.216,5;1.631,25;2.681,75;5.005
12.06.2017;21:00;22:00;4.494;2.070,75;4.225;16.265,5;47,5;165,75;8.988,75;13.644,75;4.369,5;1.601,75;2.304,25;4.730,75
12.06.2017;22:00;23:00;4.484,5;2.035;4.222,25;15.190,5;0;166;8.982,25;13.606;4.339,5;1.544,25;1.643,75;4.703
12.06.2017;23:00;00:00;4.457,75;2.061,5;4.216,25;15.039,75;0;167;9.019,75;13.610,25;3.652,25;1.545,25;866;4.614
13.06.2017;00:00;01:00;4.441,75;2.099,25;4.176,25;14.375,25;0;167;9.051;13.616,75;3.193;1.497;1.358;3.750
13.06.2017;01:00;02:00;4.436,25;2.078,25;4.226,25;13.781,25;0;167,25;9.069;13.602,75;2.948,25;1.503,25;617,5;4.042,75
13.06.2017;02:00;03:00;4.405,75;2.104,25;4.193,75;13.216,75;0;168;9.078,75;13.618,75;2.905,25;1.508;871;3.580,25
13.06.2017;03:00;04:00;4.403,5;2.097,5;4.093,75;12.699,75;0;168;9.085,25;13.629,5;2.910;1.513,25;677,5;3.607,75
13.06.2017;04:00;05:00;4.404,25;2.087,25;3.845,25;12.229,5;2;168;9.074,25;13.632,25;2.966,5;1.510,25;386;3.593,5
13.06.2017;05:00;06:00;4.417,75;2.123,5;3.493,25;12.027,75;269;168;9.081,5;13.717,75;3.444,25;1.576;451;3.950
13.06.2017;06:00;07:00;4.438,25;2.133,5;3.066,5;12.002;1.902,25;168;9.091,5;13.627,75;4.265,75;1.907,5;1.819,5;4.505,25
13.06.2017;07:00;08:00;4.472,75;2.135,25;2.617,5;11.641;5.333;168;9.082,25;13.889,5;5.425,25;2.449,25;1.874,75;4.800,5
13.06.2017;08:00;09:00;4.491,75;2.119,75;2.452,75;11.817,5;9.761,5;167,75;9.059,5;13.628,5;5.978;2.743,25;1.695,5;5.123
13.06.2017;09:00;10:00;4.462,75;2.128,25;2.297,75;12.544,75;13.925,25;167;8.779,75;13.093,75;6.066,75;2.836,5;1.372;5.090,25
13.06.2017;10:00;11:00;4.478,5;2.132,75;2.128,5;12.820,5;16.154,75;166,75;8.478,75;13.510,5;5.930,25;2.971,5;1.464,5;5.287,25
13.06.2017;11:00;12:00;4.481,25;2.105;2.083,5;12.675,75;17.352,75;166;8.464;13.355,25;6.074,25;2.982;1.416,25;5.151,25
13.06.2017;12:00;13:00;4.461;2.077,25;1.979,75;12.905,75;18.280,75;165,5;8.415,75;13.425,75;6.152,25;2.997,5;726,75;4.695
13.06.2017;13:00;14:00;4.468,25;2.124,25;1.842,25;12.700,5;18.990,75;165;8.437,25;13.465,5;5.844,75;2.897;1.254,5;4.495,75
13.06.2017;14:00;15:00;4.480,25;2.129,75;1.729,25;12.417,75;18.695,75;162,25;8.437,5;13.513;5.719,5;2.982,25;929,75;4.755,5
13.06.2017;15:00;16:00;4.488,75;2.119,75;1.658;12.301,5;17.300,75;161;8.438;13.855;5.986;2.970;548,75;5.001,5
13.06.2017;16:00;17:00;4.500,25;2.094;1.598,25;12.028,25;15.270,75;161;8.424;14.256;6.463,25;2.934,5;928,75;4.591,25
13.06.2017;17:00;18:00;4.527,25;2.147,5;1.495,25;11.407,25;11.694,25;161;8.684,25;14.232,5;7.196,75;2.980,5;543;5.313,25
13.06.2017;18:00;19:00;4.538,75;2.072,75;1.364,75;10.716,25;7.355,5;161,25;8.904;14.024,25;7.870,5;2.993,25;958,25;5.576,75
13.06.2017;19:00;20:00;4.538,75;2.115,75;1.255,75;9.418;3.657;162;8.956,75;14.052,5;8.409;3.037;2.681,25;5.496,75
13.06.2017;20:00;21:00;4.526,75;2.079,25;1.146;7.808,5;1.139;162,5;8.973,75;14.062,5;8.881,75;3.038,5;2.345;5.296,5
13.06.2017;21:00;22:00;4.514,75;2.016,25;1.081,75;6.428,25;81;163;8.999,5;14.011;8.853;3.049,25;1.789,5;5.172
13.06.2017;22:00;23:00;4.487,5;2.039;1.109,5;5.842,25;0;164;9.019,5;13.990,75;8.427,5;3.015,5;1.559;5.275,5
13.06.2017;23:00;00:00;4.469,25;2.070;925,25;5.900,75;0;165;9.035,5;14.196,25;7.306;2.802,75;468,75;5.002,75
14.06.2017;00:00;01:00;4.446;2.075;751,5;5.732;0;165;9.041,75;14.373;6.897,5;2.706,75;265,75;4.279,75
14.06.2017;01:00;02:00;4.416,25;2.086,75;752;5.176;0;166;9.072,75;14.373,5;6.324,75;2.553,5;87,75;4.368
14.06.2017;02:00;03:00;4.395,5;2.104,5;755,5;4.696,75;0;166;9.091,5;14.409,25;5.946,25;2.575,75;245,5;4.337
14.06.2017;03:00;04:00;4.400;2.086,75;608;4.117,25;0;166;9.099,75;14.416,5;5.713,25;2.476,25;635,25;4.013,5
14.06.2017;04:00;05:00;4.424;2.104;560;3.654,25;3;166;9.099,25;14.407,25;5.729,5;2.529,5;179,25;4.112,25
14.06.2017;05:00;06:00;4.469;2.105,25;550,25;3.544,75;320;166;9.107;14.408,25;6.835,25;2.565;173,25;4.393
14.06.2017;06:00;07:00;4.487;2.121;600;3.262,25;2.209;166;9.107,5;14.414,25;8.682;2.690,5;696,75;4.465
14.06.2017;07:00;08:00;4.506,75;2.122,75;628,5;2.473,5;6.303,25;165;9.112,25;14.451,75;9.606,25;2.882,25;2.381,25;4.912
14.06.2017;08:00;09:00;4.526;2.087,25;511,25;2.517,25;11.656,25;164,25;9.097;14.377;9.723,5;2.943,25;2.179,75;5.030
14.06.2017;09:00;10:00;4.523,5;2.085,25;287;2.415,75;16.535,5;163,75;9.070;14.388,5;9.788;2.969;1.641;4.920,5
14.06.2017;10:00;11:00;4.513,75;2.098;207,5;2.017,75;20.552,25;163;8.898;14.401,25;9.386,75;2.939,75;1.391,25;4.718,75
14.06.2017;11:00;12:00;4.500,25;2.087,75;239,75;1.748,75;23.553,25;163;8.690,25;14.327,75;9.063,75;2.944;1.336,5;4.688,75
14.06.2017;12:00;13:00;4.449;2.134,5;265,75;1.655;25.589,5;163;8.675,5;14.093;8.481;2.816,25;742,75;4.624
14.06.2017;13:00;14:00;4.423,5;2.154;268;1.749,5;26.236;162,5;8.666,75;14.052,25;7.999,25;2.623,25;1.266,75;4.350,5
14.06.2017;14:00;15:00;4.430,5;2.181,25;286,75;1.699,25;25.464,75;162;8.656,25;13.992,5;7.677,25;2.778,5;1.379,75;4.443,25
14.06.2017;15:00;16:00;4.452,5;2.182,25;292;1.653,75;23.368,75;162;8.636,25;14.159,75;7.793,75;2.783,25;991;4.466,75
14.06.2017;16:00;17:00;4.466,75;2.186,75;255,25;1.479;19.731,75;162;8.640,5;14.349,5;8.406,5;2.800,5;1.024,25;4.573
14.06.2017;17:00;18:00;4.486,25;2.211,5;265,5;1.300,25;14.901,5;162;8.820,25;14.604;9.352;2.906,25;2.388,25;4.860
14.06.2017;18:00;19:00;4.499,5;2.150,5;214,75;1.118,75;9.115;162;8.925,5;14.592,25;9.596,25;2.957,5;3.391;4.698,5
14.06.2017;19:00;20:00;4.496,5;2.175;207,75;1.123;4.040,75;162;8.937,25;14.657,25;9.771,75;2.976;5.061,75;4.868,75
14.06.2017;20:00;21:00;4.495;2.131,25;169,5;1.416;1.157,5;162,5;8.950,5;14.737,25;9.719,5;2.951;4.629,25;5.194
14.06.2017;21:00;22:00;4.494;2.115;142,5;2.150;74;163,5;8.948,5;14.730;9.750,25;2.956,75;3.006,5;4.874
14.06.2017;22:00;23:00;4.485,5;2.117,25;170,75;2.945,25;0;164;8.969,5;14.721,75;9.566,5;2.755,25;2.134,25;4.913,75
14.06.2017;23:00;00:00;4.458,5;2.103,5;243,25;3.119,5;0;165;8.982,25;14.753;9.095;2.712,25;1.931,5;4.859,25
15.06.2017;00:00;01:00;4.411;2.122,25;294,25;3.252,25;0;165;9.015,25;14.529,5;7.242;2.614,5;1.065,5;4.778
15.06.2017;01:00;02:00;4.413,5;2.133,75;373,75;3.213;0;165,75;9.039,75;14.586,5;5.978,5;2.398,75;780,75;4.688
15.06.2017;02:00;03:00;4.421,5;2.099,75;541,5;3.236,25;0;166;9.043;14.655;5.468,25;2.298,75;471,25;4.391
15.06.2017;03:00;04:00;4.405,5;2.160,25;638,5;3.304,25;0;166;9.046,75;14.650,5;5.286,25;2.283,25;1.026;4.150,75
15.06.2017;04:00;05:00;4.410,5;2.064,25;762,5;3.474,75;3;166;9.052,75;14.655,25;4.851,5;2.272;257,5;4.452
15.06.2017;05:00;06:00;4.435,5;2.095;917,75;3.736;319,25;166;9.065,25;14.739;4.774,5;2.249,25;228,25;4.624,75
15.06.2017;06:00;07:00;4.498,5;2.085;1.067,75;3.794;2.161,25;165,25;9.074,25;14.865,5;5.177,75;2.279,75;436,75;4.285,75
15.06.2017;07:00;08:00;4.533,25;2.126,25;1.214,75;2.767,75;6.291,5;164,25;9.062;14.926,5;5.363,5;2.305,75;1.093,25;4.542,5
15.06.2017;08:00;09:00;4.546,25;2.167;1.467,75;1.408,5;11.958,25;163,25;9.036;14.952,75;5.247,25;2.353,5;1.618,75;4.608,75
15.06.2017;09:00;10:00;4.528;2.137,5;1.671,5;1.147,5;17.443;162,25;9.017;14.862,5;5.501,75;2.357,5;1.411,75;4.462,25
15.06.2017;10:00;11:00;4.513,5;2.115,75;1.587,5;1.420,5;21.608,25;162;8.989,25;14.319,5;5.450,75;2.350,75;872,5;4.168
15.06.2017;11:00;12:00;4.502,25;2.128,25;1.456;1.678,25;24.372;161,25;8.961,75;14.256;5.115,25;2.384;1.339,25;4.137,25
15.06.2017;12:00;13:00;4.465,75;2.110;1.284,25;2.350;25.506;160,25;8.947;14.050,25;4.988;2.378,5;1.050,5;4.145
15.06.2017;13:00;14:00;4.453,5;2.122;1.304;2.962,25;25.214;160;8.934;13.438,25;4.830,75;2.304,5;867,25;3.903,75
15.06.2017;14:00;15:00;4.448,25;2.157,75;1.349;3.058,5;22.985,25;159,5;8.922,25;13.722,25;4.983;2.321,75;784,25;4.512,25
15.06.2017;15:00;16:00;4.442,5;2.138,25;1.302,75;3.188,5;19.378,75;159;8.918,75;13.801,5;5.214,25;2.316;1.363,5;4.458
15.06.2017;16:00;17:00;4.447;2.085,75;1.496,5;3.457,5;14.826,25;159,25;8.904,25;14.397,5;5.461,5;2.287;1.326;4.600,25
15.06.2017;17:00;18:00;4.479,25;2.069,25;1.984,5;4.295,25;9.786,5;160;8.896;14.482;5.739;2.300,75;1.798,5;4.299,5
15.06.2017;18:00;19:00;4.483;2.061,5;2.480,75;5.726,75;5.694,5;159,5;8.886,75;15.137,25;5.852,5;2.361,25;1.462,25;3.881
15.06.2017;19:00;20:00;4.428,5;2.057;2.780,75;6.447,25;2.750,25;160,5;8.901;15.251,5;5.649,5;2.379,5;1.483,5;4.275,25
15.06.2017;20:00;21:00;4.438,5;2.060;2.989,75;6.636,5;851,5;161;8.922,5;15.374,75;5.403,25;2.329,25;874,5;4.797
15.06.2017;21:00;22:00;4.442;2.071;2.710,5;7.941,75;80,5;161,75;8.839;15.422,5;5.178;2.306,5;1.022,75;4.478,5
15.06.2017;22:00;23:00;4.433;2.074,25;2.198,5;9.697,5;0;162;8.921,5;15.389,75;5.084,25;2.325,75;588;4.333,75
15.06.2017;23:00;00:00;4.413,25;2.084,5;2.053,5;10.450,25;0;162;8.940,75;15.500,25;3.784,5;2.256,5;789,5;4.201,25
16.06.2017;00:00;01:00;4.374,75;2.074,75;2.302,75;9.903,25;0;162,25;8.947,5;15.537,5;2.411,5;1.592,5;385,25;4.070,5
16.06.2017;01:00;02:00;4.382;2.090,25;2.193;8.692;0;163;8.974;15.549,75;1.649;1.375,5;858;3.502,75
16.06.2017;02:00;03:00;4.370,5;2.072;2.360,25;8.450,75;0;163;8.970,5;15.559,75;1.757,75;1.362;1.230,25;3.263
16.06.2017;03:00;04:00;4.384,25;2.065;2.945;9.108,75;0;163;8.870,75;15.495,5;1.962,75;1.345;997,75;3.487,75
16.06.2017;04:00;05:00;4.410;2.115,75;3.430,25;9.806,5;2,5;163;8.806;15.478,5;1.704,5;1.309,5;731,75;3.653
16.06.2017;05:00;06:00;4.426,75;2.112,25;3.496,5;10.489,25;244,25;163;8.945,75;15.532,5;1.711;1.335,25;707,75;3.626,25
16.06.2017;06:00;07:00;4.459,25;2.110,25;3.397,25;11.022,5;1.818,5;163;8.981,5;15.542,25;2.311,5;1.424,25;1.641,5;4.355,5
16.06.2017;07:00;08:00;4.485,75;2.116;3.310,5;11.297,25;4.698,25;163;8.981,25;15.598,75;2.542,25;1.500,5;3.490,25;4.881
16.06.2017;08:00;09:00;4.525;2.055,75;3.248,75;12.493,75;8.335,25;163;8.895;15.613,75;2.328,25;1.568,75;3.130,75;4.655,75
16.06.2017;09:00;10:00;4.530;2.022,75;3.369,75;14.491,25;12.750,75;163;8.532,5;15.236,25;2.155;1.595,5;1.150,5;4.310,25
16.06.2017;10:00;11:00;4.514;2.088,25;3.465,75;16.355;16.313,75;162,25;8.445;14.158;1.777,5;1.595;1.027,5;4.065
16.06.2017;11:00;12:00;4.480,25;2.116;3.521,75;18.472,25;17.800,5;162;8.546,5;12.811,5;1.556,5;1.556,5;1.046,5;3.891,25
16.06.2017;12:00;13:00;4.423,75;2.099;3.638,75;20.142;18.462,25;162;8.729,25;10.593,75;1.381,5;1.476,25;687,25;3.791,5
16.06.2017;13:00;14:00;4.423;2.085,75;3.598,25;21.231,25;18.464,5;161,5;8.719,75;9.424,5;1.348,25;1.342;682,75;3.864,75
16.06.2017;14:00;15:00;4.413,75;2.110,25;3.636,75;22.543,25;17.674,75;161;8.392;8.744;1.309,5;1.313,25;862,25;3.625,5
16.06.2017;15:00;16:00;4.442,25;2.108;3.673,25;23.499;15.729,25;161;8.402;8.776,75;1.327,75;1.294,5;786,75;3.710,75
16.06.2017;16:00;17:00;4.492,75;2.105,5;3.410,5;24.261,75;13.324,75;161;8.375,25;10.144,25;1.337,75;1.349;434,25;3.783,5
16.06.2017;17:00;18:00;4.513;2.129,75;3.241;24.418,75;9.631,25;161;8.525;12.990,75;1.336,25;1.401,75;361;3.826,5
16.06.2017;18:00;19:00;4.545,25;2.133,25;3.263,25;23.495,25;5.918,25;161,75;8.687;14.386,75;1.419,5;1.417,5;906,25;3.874,5
16.06.2017;19:00;20:00;4.556,75;2.134,75;3.120,25;21.852,25;3.009,25;162,25;8.764,75;14.795;1.419,5;1.477,5;1.846,25;3.920,75
16.06.2017;20:00;21:00;4.536,75;2.172,5;3.009,75;19.725;1.033,5;163,25;8.876,5;15.038;1.402,5;1.474,75;2.405,75;4.106
16.06.2017;21:00;22:00;4.515,5;2.096,5;2.795,5;17.963,75;90,25;166;8.939;15.062,5;1.639,5;1.491,5;3.010,5;4.157,25
16.06.2017;22:00;23:00;4.504;2.162,5;2.543,25;16.741,25;0;166;8.960;15.032,5;1.573;1.509,5;3.034,5;4.056,5
16.06.2017;23:00;00:00;4.468,25;2.129,75;2.568,5;16.665;0;164;8.938,75;15.160,75;1.290,5;1.476,5;1.130,25;3.653,75
17.06.2017;00:00;01:00;4.428,25;2.068;2.785,5;16.489;0;164,5;8.885,5;14.790,75;1.519,75;1.495,5;730,75;3.400,5
17.06.2017;01:00;02:00;4.439;2.109,25;3.032,25;16.449,75;0;167,5;8.847,75;14.497;1.516,75;1.500;67,5;3.086,25
17.06.2017;02:00;03:00;4.432,5;2.143,5;2.959,5;16.041,5;0;168;8.821;14.315,25;1.505,5;1.485,75;310,75;3.362,25
17.06.2017;03:00;04:00;4.430,75;2.153,5;2.713,25;15.660,75;0;168;8.874,75;14.252,5;1.517;1.487;203;3.637,75
17.06.2017;04:00;05:00;4.455,5;2.112;2.646,75;14.844;1,75;168;8.911,25;14.129,5;1.499,25;1.493,25;62,5;3.497,5
17.06.2017;05:00;06:00;4.460;2.117;2.199,5;14.242;237,75;166,25;8.923,75;14.236;1.490;1.495,75;153;3.251,25
17.06.2017;06:00;07:00;4.505;2.134;1.856,25;12.940;1.692,25;165;9.056,25;14.306,25;1.531,75;1.446,5;820;3.336,25
17.06.2017;07:00;08:00;4.527,5;2.042,5;1.463;12.127,75;4.332,5;165;9.097,5;14.549,5;1.849;1.481,25;1.188,25;3.404,5
17.06.2017;08:00;09:00;4.580;2.067,75;1.045,25;12.137,25;7.693,25;165;9.101;14.485,5;2.538,5;1.520,25;1.893,25;3.595,25
17.06.2017;09:00;10:00;4.580;2.104;859,5;12.282;10.796,5;164,75;9.094,75;14.207;2.876,5;1.564;1.041;3.793,25
17.06.2017;10:00;11:00;4.582,25;2.065,5;767,75;12.422,75;13.310,25;166,75;9.084,5;13.471,25;3.665,25;1.590,5;710,25;3.829,25
17.06.2017;11:00;12:00;4.551,25;2.052,75;745,75;12.128,25;15.833,75;164,75;9.079,75;13.079,75;3.943,25;1.601,25;706,75;3.843,25
17.06.2017;12:00;13:00;4.537,5;2.041,75;702,75;11.636,5;17.634,75;164,25;9.069,25;12.903,5;3.462,25;1.577;386;3.809
17.06.2017;13:00;14:00;4.532,5;2.029,75;746,5;11.122;18.501,25;166,5;9.065,25;12.832,25;3.268;1.587,5;240,25;3.619
17.06.2017;14:00;15:00;4.524,25;2.044;762;10.648,5;18.062,25;166,5;9.049;13.044;3.132,25;1.594,25;204,25;3.484
