Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
14.12.2018;22:00;23:00;4.903,75;1.608;2.055,5;2.943,25;0;136,25;9.484,25;16.098,75;16.891,5;8.668;170,5;1.815,5
14.12.2018;23:00;00:00;4.897,5;1.599,5;2.038,75;3.009,5;0;137;9.472,75;16.081,25;16.297,5;8.195,25;183;1.819,5
15.12.2018;00:00;01:00;4.874,75;1.621,5;1.946,25;2.907,5;0;137;9.469,5;16.155,5;15.625;7.891;105,75;1.810
15.12.2018;01:00;02:00;4.857,25;1.630,5;1.823,25;2.734,25;0;137;9.478,75;16.370,75;15.611,5;7.546,75;164,25;1.780,75
15.12.2018;02:00;03:00;4.859;1.604,75;1.885,5;2.468;0;137;9.479;16.364;15.395,25;7.537,75;142;1.778,75
15.12.2018;03:00;04:00;4.866;1.577,25;1.889,25;2.266;0;137;9.478;16.168;15.573,5;7.536,75;140;1.776,75
15.12.2018;04:00;05:00;4.875;1.552,75;2.037,25;2.252,75;0;136;9.478;16.300;15.550;7.371;11,75;1.775,5
15.12.2018;05:00;06:00;4.876;1.540,75;1.935;2.360,5;0;136;9.458,75;16.360,5;15.568;7.364,5;47;1.773
15.12.2018;06:00;07:00;4.880,5;1.525,5;2.350,5;2.723;0;135,5;9.470,75;16.641,75;15.696,75;7.579,25;173,75;1.774,75
15.12.2018;07:00;08:00;4.919,25;1.497,75;2.783,5;3.220;0,5;135;9.447;16.725,5;16.003,25;7.761;436,5;1.771,25
15.12.2018;08:00;09:00;4.963,5;1.509,5;3.255,75;3.840,75;122,5;135;9.460;16.787,25;15.879,75;7.825,25;1.432,25;1.757,75
15.12.2018;09:00;10:00;4.986,75;1.539,25;3.537,25;4.207;663;135;9.479,25;16.920,5;16.326;7.923,75;2.235,75;1.761,75
15.12.2018;10:00;11:00;4.989,25;1.525;3.801,25;4.081,5;1.365,75;135;9.480;16.962,75;16.416;7.951,25;2.216,5;1.768
15.12.2018;11:00;12:00;4.991,75;1.488;4.132,75;4.065;1.789,5;135;9.479,25;16.971,75;16.566,25;7.980,5;962,25;1.778,75
15.12.2018;12:00;13:00;4.965,25;1.461;4.391,75;4.538;1.934,75;135;9.480;16.970,5;16.500,25;8.039;519;1.780
15.12.2018;13:00;14:00;4.952;1.428;4.502;5.372,25;1.764,5;135;9.480;16.984,25;16.384,75;8.010;489,75;1.779
15.12.2018;14:00;15:00;4.946,25;1.404,75;4.603,25;6.134;1.193,75;136;9.481;16.972,5;15.974,5;8.146;209,25;1.779,25
15.12.2018;15:00;16:00;4.956,75;1.408,75;4.653,75;7.335,75;394,5;136;9.480,5;17.143,5;15.114;8.428,25;227,75;1.767,25
15.12.2018;16:00;17:00;4.997,75;1.413,25;4.833,25;9.440,75;18,25;136;9.473,5;17.207,25;14.484,75;8.536,25;752,25;1.781,25
15.12.2018;17:00;18:00;5.018;1.407;4.787,25;11.776,5;0;136;9.466,5;17.066,25;13.510;8.587,5;658,25;1.775,25
15.12.2018;18:00;19:00;5.003,75;1.357,25;4.350;14.054,75;0;136;9.409,5;17.078;11.843;8.336,75;364,25;1.773
15.12.2018;19:00;20:00;4.986,25;1.353,5;4.386,5;15.508;0;136;9.398,5;17.063,25;9.575,75;7.345;524,25;1.788,25
15.12.2018;20:00;21:00;4.985,75;1.352,75;4.457,75;16.918,75;0;136;9.312,25;16.881,25;8.503,5;7.233,75;667,5;1.793,5
15.12.2018;21:00;22:00;4.961;1.331,5;4.434,25;18.037;0;136;9.272,5;16.095,5;8.059,75;6.676,25;572,25;1.790,5
15.12.2018;22:00;23:00;4.916,5;1.326,25;4.367,75;18.100,75;0;136,25;9.322,75;14.889;6.974,75;6.057;77,25;1.797,25
15.12.2018;23:00;00:00;4.914,75;1.298;4.346,5;18.582;0;137;9.347,75;14.093,5;5.306,25;4.932,75;0;1.792,75
16.12.2018;00:00;01:00;4.870,75;1.292,75;4.338,5;18.412,25;0;137;9.452,75;14.563,5;5.137,75;4.561,5;335,5;1.785
16.12.2018;01:00;02:00;4.839,5;1.268;4.358,25;17.596,5;0;137;9.451,75;14.515;5.000;4.754,5;424,25;1.785,5
16.12.2018;02:00;03:00;4.840,5;1.221,75;4.461,75;17.166,75;0;137;9.450,5;14.183,5;4.839,5;4.791,25;169;1.788,75
16.12.2018;03:00;04:00;4.842,5;1.217;4.492,25;16.818;0;137;9.397;14.437,25;4.753,5;4.631,75;263,25;1.781,25
16.12.2018;04:00;05:00;4.848,5;1.225,5;4.511;16.592,25;0;137;9.285;14.692;4.824,25;4.747,75;200,5;1.782,75
16.12.2018;05:00;06:00;4.869,75;1.208,75;4.645,5;16.036;0;136,25;9.261;14.615,75;4.868,75;4.775,25;164;1.779
16.12.2018;06:00;07:00;4.860,5;1.183;4.671,25;15.900;0;136;9.269,75;14.998;5.446,75;4.844,75;69,25;1.778,25
16.12.2018;07:00;08:00;4.899,75;1.168;4.695,25;15.282,75;0,25;136;9.291;15.572,5;6.614,75;4.881,25;56,75;1.777,5
16.12.2018;08:00;09:00;4.931,75;1.166,75;4.602,5;14.025,25;144,25;136;9.359,5;16.173,25;8.458,25;5.159,25;502;1.780,75
16.12.2018;09:00;10:00;4.953,5;1.184,25;4.539,25;13.105,75;709,25;136;9.360,75;16.742;9.664,25;5.742;522,25;1.769,75
16.12.2018;10:00;11:00;4.978;1.201,25;4.694,75;11.429,5;1.330,25;135,25;9.420,5;17.210,5;10.523;6.347;472,75;1.756,25
16.12.2018;11:00;12:00;4.984,75;1.198,25;4.569,25;9.784,25;1.692;135;9.459,25;17.283,75;11.109;7.203,5;1.247,75;1.779
16.12.2018;12:00;13:00;4.979,5;1.216;3.992,5;8.390,25;1.660,75;135;9.460,25;17.298,5;11.908,5;7.510,5;1.769,5;1.786,5
16.12.2018;13:00;14:00;4.967,5;1.182,5;3.267,5;6.942,5;1.349;135;9.458,75;17.265,75;12.586,5;7.457,5;1.185,25;1.788
16.12.2018;14:00;15:00;4.945,75;1.220,25;2.663,25;5.734,75;735,5;135;9.468;17.128,25;13.459,75;7.344,75;1.055,5;1.786,25
16.12.2018;15:00;16:00;4.956,75;1.222,5;2.169,25;5.204;200,75;135;9.474,5;16.753,5;13.956;7.263,5;1.123,5;1.785,5
16.12.2018;16:00;17:00;4.978;1.269,75;1.893,25;4.999,75;7,75;135;9.470,75;16.683,5;14.119;7.346,25;2.734,5;1.787,75
16.12.2018;17:00;18:00;4.994;1.278,25;1.604,25;4.791,25;0;135;9.467,5;16.647,75;14.207,75;7.608,5;3.158,5;1.789,5
16.12.2018;18:00;19:00;4.993;1.255,75;1.414;4.551,75;0;135;9.468,25;16.712,75;14.191,75;7.877;2.744,25;1.795,25
16.12.2018;19:00;20:00;4.989;1.251,5;1.169,25;4.296,5;0;135;9.467,75;16.694;14.211,5;7.958,75;1.340,5;1.803,25
16.12.2018;20:00;21:00;4.973,75;1.258,5;1.060;3.928,25;0;135;9.470;16.713;14.050,75;7.946,5;1.149,25;1.802
16.12.2018;21:00;22:00;4.941,75;1.271,75;754,75;3.582,5;0;135;9.478,25;16.748,5;14.327;7.678,75;858,25;1.793,75
16.12.2018;22:00;23:00;4.893,5;1.215,75;625,25;3.068,75;0;135,75;9.478,25;16.684,75;14.426,5;7.513,25;788;1.801,5
16.12.2018;23:00;00:00;4.890,5;1.235,5;521,75;2.827,5;0;136;9.479,5;16.684,5;13.838,25;7.337,5;302,5;1.799
17.12.2018;00:00;01:00;4.854;1.213,25;553,25;2.692,25;0;136,75;9.488;16.589;13.069,75;7.510,5;263,25;1.830
17.12.2018;01:00;02:00;4.826,25;1.245,75;502;2.400,5;0;137;9.497,5;16.612;13.062,5;6.941;384,5;1.826
17.12.2018;02:00;03:00;4.847,25;1.235;509,25;2.434,25;0;137;9.497,5;16.625,25;12.944,5;6.907,75;127;1.830,25
17.12.2018;03:00;04:00;4.853,75;1.274,5;658,75;2.542,5;0;136,75;9.491,5;16.575,25;13.006,75;6.967,75;92;1.868,75
17.12.2018;04:00;05:00;4.867,75;1.307;710;2.595,75;0;135,5;9.492,75;16.540;13.379,25;7.178;59;1.856,25
17.12.2018;05:00;06:00;4.895;1.243,5;1.046;2.799,25;0;135;9.485;16.583,75;14.405,25;8.169,5;169;1.852
17.12.2018;06:00;07:00;4.908,25;1.290,5;1.244,5;3.555,5;0;135;9.480,5;16.630;15.063;9.059,25;2.218,75;1.838,5
17.12.2018;07:00;08:00;4.951,25;1.444,75;1.606,75;4.509,75;0,5;135;9.454;16.584,75;15.552;9.798;2.830,25;1.842,5
17.12.2018;08:00;09:00;4.977,5;1.516,25;1.948;5.424,75;110;135;9.450,25;16.581,75;15.581,75;10.568;3.481,25;1.838,5
17.12.2018;09:00;10:00;4.977,75;1.472,75;2.127,25;6.067,75;770,75;135;9.458,75;16.545;15.733,5;10.729,5;3.602,75;1.835,75
17.12.2018;10:00;11:00;4.960;1.337,5;2.322,25;6.459,75;1.781,75;136;9.446,75;16.555;15.798,25;10.774,75;1.619,75;1.826,75
17.12.2018;11:00;12:00;4.928;1.227,25;2.168,5;6.494;2.772;135,5;9.439,25;16.547,25;15.667,25;10.766,5;549,75;1.853,75
17.12.2018;12:00;13:00;4.907;1.352,25;1.756;6.226;3.063,5;135;9.440,5;16.307,75;15.505,25;10.739;1.039,25;1.845,5
17.12.2018;13:00;14:00;4.889,75;1.353,75;1.574;6.056,5;2.432,75;135;9.452,75;16.419;15.261,25;10.714,5;805;1.852
17.12.2018;14:00;15:00;4.881,25;1.442;1.448,25;6.728,5;1.392,25;135;9.461,25;16.092,75;15.077,75;10.709;1.702,5;1.853,5
17.12.2018;15:00;16:00;4.896,5;1.493,25;1.327,5;7.402,75;419,25;135;9.456,25;15.661;14.875,5;10.789;1.712;1.870,5
17.12.2018;16:00;17:00;4.963,75;1.414;1.089,75;8.567,25;15,5;135;9.443,25;15.745;15.295,75;10.837,5;4.045;1.881
17.12.2018;17:00;18:00;4.960,25;1.356;873;9.701,5;0;135;9.449,75;15.732,75;15.339,25;10.822;3.706;1.868,25
17.12.2018;18:00;19:00;4.968,5;1.302;913,25;9.898,25;0;135;9.447,5;15.673,25;15.235,75;10.678;1.727,5;1.857,5
17.12.2018;19:00;20:00;4.939,75;1.313,25;1.103,75;10.261,25;0;135;9.429,5;15.703,25;15.227;10.655;1.417,5;1.856,25
17.12.2018;20:00;21:00;4.908,5;1.299,75;1.336,5;10.505,5;0;135;9.405,25;15.734,25;14.864,75;10.429,75;440;1.867,75
17.12.2018;21:00;22:00;4.894;1.361,5;1.654;10.520,5;0;135;9.418,75;15.630,25;14.536,5;10.247,25;463;1.855,5
17.12.2018;22:00;23:00;4.846;1.359,25;1.884,5;10.467,75;0;135,75;9.372,75;15.687;13.976,75;9.172,75;176,25;1.870,5
17.12.2018;23:00;00:00;4.849;1.376,25;1.982,25;10.550,5;0;136;9.357,25;15.665,25;13.236;7.697,5;66,25;1.849,25
18.12.2018;00:00;01:00;4.823,25;1.404,25;1.917,5;10.384;0;136;9.413;15.693;12.046,25;6.710;215,5;1.827,25
18.12.2018;01:00;02:00;4.796;1.432,75;1.560,5;10.038,5;0;136;9.428,5;15.707,25;11.363,75;6.303,75;14,25;1.819,75
18.12.2018;02:00;03:00;4.810,25;1.413,25;1.042,25;9.250,25;0;136;9.436;15.837,5;11.214,25;6.255,25;81,25;1.807,75
18.12.2018;03:00;04:00;4.806,75;1.358,5;838,75;8.545;0;136;9.438,75;15.845,25;11.312,5;6.341,75;88;1.799
18.12.2018;04:00;05:00;4.816;1.351,75;880;7.890,5;0;136;9.415,75;15.891;11.823,5;6.564,5;149,25;1.802
18.12.2018;05:00;06:00;4.813,5;1.343,25;1.119,25;7.182,25;0;135,75;9.435;15.637,5;12.710,25;6.973,5;538;1.798,75
18.12.2018;06:00;07:00;4.829,75;1.436;1.257,5;6.683,5;0;135;9.448,5;14.966;13.806;8.581;3.146;1.794,75
18.12.2018;07:00;08:00;4.905,25;1.356,75;1.571,25;6.775,5;0;135;9.445,25;15.186;13.984;9.957;3.950;1.801,75
18.12.2018;08:00;09:00;4.933;1.395,5;1.795,5;6.483,75;270,75;133,25;9.407,75;15.358,25;14.063,5;10.871,25;4.174;1.790
18.12.2018;09:00;10:00;4.927;1.357,75;2.277,5;6.129,5;2.035;130;9.403,5;15.421,5;13.983;11.075,75;3.069,75;1.795
18.12.2018;10:00;11:00;4.929;1.304,25;2.813,25;5.857,75;4.394,75;130;9.180,25;15.188,25;13.475,25;10.889,5;1.151,25;1.793,5
18.12.2018;11:00;12:00;4.915,75;1.301,5;3.306,75;5.657;6.386,25;130;9.153,5;15.128,75;13.268;10.800,75;402,25;1.798,25
18.12.2018;12:00;13:00;4.898,75;1.286,25;3.347,5;5.559,25;7.032,75;130;9.117,5;15.244,75;12.895,75;10.680;551,25;1.800,75
18.12.2018;13:00;14:00;4.891;1.272,25;3.543,5;5.668;6.075,5;130;9.124,5;15.420,25;13.007,75;10.989,25;862,5;1.803,25
18.12.2018;14:00;15:00;4.881,25;1.279,75;3.604;6.168,5;3.855,25;130;9.147,25;15.429,75;13.114,75;11.133;873,75;1.799
18.12.2018;15:00;16:00;4.880,25;1.256,25;3.524;7.899,25;1.074,5;130;9.107,75;15.230,5;13.170,75;11.137,75;769,5;1.806,25
18.12.2018;16:00;17:00;4.912,25;1.304;3.487,75;10.807;32,5;131,25;9.130;15.396,5;12.841;11.053,75;2.372,5;1.801,25
18.12.2018;17:00;18:00;4.925;1.301,5;3.916,5;13.778,25;0;134,75;9.121,75;15.305,5;12.772,5;11.051,5;2.023,25;1.812,5
18.12.2018;18:00;19:00;4.943,5;1.280,75;4.879,5;16.303,75;0;135;9.105,25;15.534,5;12.804,75;10.595,5;1.060;1.815,25
18.12.2018;19:00;20:00;4.909,75;1.285,5;4.875,5;19.321,25;0;135,25;9.109,75;15.528;12.096,5;9.134,25;190,25;1.807,75
18.12.2018;20:00;21:00;4.894;1.280;4.717,5;20.778;0;136;9.139,25;15.762;10.173,25;8.099,25;117,5;1.807,5
18.12.2018;21:00;22:00;4.884,5;1.270,25;4.759;20.853,25;0;136;9.165,25;15.642;8.857,75;6.847;105,75;1.802,5
18.12.2018;22:00;23:00;4.834,5;1.255,25;4.867,75;20.636,75;0;136;9.164;15.523;8.087,75;6.203,5;13,75;1.800
18.12.2018;23:00;00:00;4.833;1.276,5;4.745;21.923;0;136;9.126,5;14.499,5;6.606,5;5.517;38,25;1.810
19.12.2018;00:00;01:00;4.807,5;1.260,5;4.771,5;22.220,75;0;136,5;9.166,25;13.833;5.466,75;4.703;0;1.811
19.12.2018;01:00;02:00;4.794;1.206,75;4.883;22.149,5;0;136,75;9.145,75;13.313,25;5.153,25;4.589;0;1.814,75
19.12.2018;02:00;03:00;4.816;1.195;4.807,5;22.677,5;0;136,5;9.154;13.265;5.172,5;4.457,5;0;1.806,75
19.12.2018;03:00;04:00;4.826;1.183,75;4.841,5;22.821;0;136;9.108,75;12.753,25;5.480,75;4.474,5;0;1.801,75
19.12.2018;04:00;05:00;4.815,5;1.193,25;4.934,5;22.421,25;0;136;9.191;12.711,75;5.557,75;4.664;31,75;1.779,75
19.12.2018;05:00;06:00;4.829;1.194,5;4.907,75;21.650,25;0;136;9.190,5;13.350,25;5.763,75;5.095,75;0;1.778,5
19.12.2018;06:00;07:00;4.843,75;1.204,75;4.888;21.882,5;0;135,75;9.158;15.125,75;8.120,5;6.243,75;462;1.774,75
19.12.2018;07:00;08:00;4.902,75;1.191,75;5.019,25;21.358,75;0;135;9.384,5;15.373,75;9.855,75;7.625,25;414,75;1.783
19.12.2018;08:00;09:00;4.943,5;1.170,5;5.050;19.853,5;115,25;135;9.430,5;15.326,25;10.804;8.552;1.241;1.772,75
19.12.2018;09:00;10:00;4.934;1.168,25;5.184,75;17.679,25;751,5;135,25;9.433,25;15.456,75;11.180;8.947,75;1.411;1.776,75
19.12.2018;10:00;11:00;4.912;1.160,75;5.129,25;15.994,5;1.590,25;135,75;9.437;15.537,5;11.470,25;9.120;1.088;1.777,25
19.12.2018;11:00;12:00;4.905,5;1.202;4.846,75;14.352,25;2.103,75;135,5;9.442,75;15.598,75;11.809,75;9.623,5;1.118;1.898,25
19.12.2018;12:00;13:00;4.903,75;1.141,75;4.695,75;12.836,25;2.214;136;9.444;15.151;12.361;10.236,5;1.401,5;1.832,5
19.12.2018;13:00;14:00;4.901;1.162,25;4.451,75;11.076,75;1.719,75;135,5;9.427,5;15.276,25;12.858,75;10.112,25;1.377,25;1.832
19.12.2018;14:00;15:00;4.883,75;1.208,5;4.270;9.790,75;1.042,75;136;9.358,25;15.601,5;13.123;10.059,25;1.940,25;1.823,25
19.12.2018;15:00;16:00;4.925,25;1.257,75;3.796;8.861,75;338,75;136;9.327,5;15.666,25;13.283;9.881;2.896;1.822,5
19.12.2018;16:00;17:00;4.987,75;1.266,5;3.576,75;8.826;12,75;136;9.395,5;15.719,25;13.246,5;9.981,5;4.589,75;1.855,5
19.12.2018;17:00;18:00;4.980,75;1.283,25;3.986,75;9.076;0;136;9.438,75;16.056,75;13.208,5;10.348,5;3.546,75;1.862
19.12.2018;18:00;19:00;4.984,5;1.245,25;4.050,5;9.544,25;0;136;9.449,75;16.142,25;13.155;10.252,5;2.851,75;1.847,25
19.12.2018;19:00;20:00;4.979,75;1.260,5;4.453,25;10.148,75;0;136;9.450,5;16.208,75;13.185,25;9.999;1.130,5;1.844
19.12.2018;20:00;21:00;4.939;1.247,75;4.714,75;9.978;0;136;9.446,25;16.174,75;12.891,5;9.628;922,5;1.858
19.12.2018;21:00;22:00;4.923,75;1.221,75;4.874,5;9.874,5;0;136;9.444,5;16.134;12.061,25;8.653,75;366;1.859
19.12.2018;22:00;23:00;4.897,75;1.221,5;4.692,5;9.572,75;0;136,75;9.446,5;16.067,5;10.980,5;8.244;378,25;1.858,75
19.12.2018;23:00;00:00;4.894;1.244,75;4.127,25;9.213,25;0;137;9.438,75;15.709,5;9.883,5;7.451,5;340,5;1.870,5
20.12.2018;00:00;01:00;4.847,75;1.221,75;3.465,75;9.066,25;0;137;9.445,75;15.376,5;8.735,25;6.520,75;235,25;1.859
20.12.2018;01:00;02:00;4.830,5;1.248,5;2.684,5;8.922;0;135,75;9.456;14.998,75;8.593,5;5.827;87,75;1.851
20.12.2018;02:00;03:00;4.842,75;1.224,25;2.205,5;8.904,75;0;132;9.458,5;15.106;7.931;5.808;3,5;1.850,25
20.12.2018;03:00;04:00;4.809,75;1.211,25;2.240,5;9.338,25;0;132;9.456,5;15.456,5;8.639,5;5.879,25;2,5;1.845,25
20.12.2018;04:00;05:00;4.692,75;1.170;2.598;9.593,5;0;132;9.444,5;15.461;8.860,75;6.062;1,75;1.848,75
20.12.2018;05:00;06:00;4.547,25;1.159,5;2.438,75;10.154;0;131,25;9.433,5;15.652;9.101,5;6.770,75;372,75;1.860,5
20.12.2018;06:00;07:00;4.570,75;1.155,5;2.206,75;10.834,5;0;131;9.441,25;15.811,5;11.105,5;8.095,75;1.855;1.861,5
20.12.2018;07:00;08:00;4.622,25;1.150,25;2.350,5;11.489;0;131;9.431,5;15.857,5;11.912;8.759,75;2.562;1.869
20.12.2018;08:00;09:00;4.655,5;1.133,25;2.596,75;11.949,25;166,25;131;9.444,25;15.968,25;11.893,75;8.776,25;2.964,5;1.851
20.12.2018;09:00;10:00;4.643,75;1.126,25;3.009,25;11.755;1.215,5;131;9.439,75;15.997;11.770,25;8.751;3.403,25;1.859,75
20.12.2018;10:00;11:00;4.628,5;1.131,25;3.043;11.256,5;2.682,75;131;9.434;15.790;11.866,75;8.627,5;2.628;1.848,25
20.12.2018;11:00;12:00;4.627,75;1.128,5;3.332,25;10.439,25;3.836,25;131;9.432,75;15.665;11.905,25;8.574;1.773;1.849
20.12.2018;12:00;13:00;4.608,25;1.144;3.076,5;10.306;4.226,75;131;9.438,25;15.574,25;11.919,75;8.418,75;1.767,75;1.861,75
20.12.2018;13:00;14:00;4.604,25;1.176;2.925;10.336;3.545;131;9.436,5;15.578,25;11.851,5;8.360,25;845;1.849,5
20.12.2018;14:00;15:00;4.602,75;1.159,25;3.046,75;10.681,5;2.076;131;9.434,5;15.522,25;11.840,25;8.415,25;554,75;1.835,25
20.12.2018;15:00;16:00;4.751,75;1.230,5;3.099,75;11.185,25;641;131;9.433,75;15.452;11.843,75;8.395;1.072,75;1.856,25
20.12.2018;16:00;17:00;4.915,75;1.249,25;3.210,5;12.520,5;29,5;131;9.423,25;15.605;11.828;8.391;3.650,5;1.854,25
20.12.2018;17:00;18:00;4.951,5;1.181,25;3.526,5;14.171,75;0;131;9.423,75;15.692;11.788,5;8.299;2.020,25;1.844,75
20.12.2018;18:00;19:00;5.002,75;1.191;3.700,5;15.542,75;0;131;9.433;15.844;11.786,25;7.977,25;1.039,5;1.864
20.12.2018;19:00;20:00;4.977;1.191,75;3.795,25;16.934;0;131;9.419,5;15.887;11.196,5;6.995,75;466,75;1.860,75
20.12.2018;20:00;21:00;4.933,75;1.198,75;3.794,5;17.600,25;0;131;9.429,25;15.597;9.263;6.394,75;189,75;1.852,25
20.12.2018;21:00;22:00;4.926;1.203,5;3.365,25;18.235;0;131;9.426,75;14.816;8.390,75;5.719,75;335,75;1.859
20.12.2018;22:00;23:00;4.875,5;1.193,75;3.129;18.474;0;131,75;9.435,5;14.360,5;7.691;5.420,5;830,25;1.825,25
20.12.2018;23:00;00:00;4.879,75;1.188,25;3.468,5;19.298,5;0;132;9.378;13.717,25;6.902,75;4.888;137,75;1.859,75
21.12.2018;00:00;01:00;4.839,75;1.218,5;3.406,25;19.908,75;0;132;9.378;13.452;6.419,5;4.122,5;2,5;1.841,75
21.12.2018;01:00;02:00;4.837,25;1.248;3.723,5;20.372,5;0;132;9.412,5;13.675,5;5.838;4.126,75;34,5;1.850,5
21.12.2018;02:00;03:00;4.841,5;1.260,5;3.244,5;20.562,5;0;132;9.406,75;12.378,75;4.464,5;4.122,25;40;1.835,75
21.12.2018;03:00;04:00;4.837,5;1.314;2.872,75;20.743;0;132;9.401;11.383;4.116,75;4.060,25;25,75;1.842,25
21.12.2018;04:00;05:00;4.842,5;1.301;2.313;20.214;0;132;9.418,25;11.345,75;4.158,25;4.250,25;95,5;1.852,5
21.12.2018;05:00;06:00;4.867,5;1.290;2.431,5;20.114,75;0;131,75;9.399,75;13.014,5;4.869,25;4.434,75;90,75;1.820,5
21.12.2018;06:00;07:00;4.895;1.243,75;2.978,5;21.280,25;0;131;9.310,75;14.546;6.661;5.201,5;541,75;1.838
21.12.2018;07:00;08:00;4.955,5;1.262;2.874,5;22.662,5;0;131;9.350;14.450,75;6.885,25;5.990;2.257,25;1.835,25
21.12.2018;08:00;09:00;4.982,5;1.296,5;2.544,75;23.429;111,75;132,25;9.405,75;14.133,75;6.695,5;6.050,5;3.129,5;1.856
21.12.2018;09:00;10:00;5.003;1.239,25;3.022,5;24.335;573,5;129;9.365;13.775;7.116;5.985,25;2.376,75;1.836,25
21.12.2018;10:00;11:00;5.007,5;1.258,5;3.240,5;25.322,75;1.057,25;129,25;9.394,25;13.261,25;6.468,75;5.932,25;2.279,25;1.835
21.12.2018;11:00;12:00;4.999,5;1.258,25;3.352;25.941,5;1.351,5;132;9.415,75;13.170,5;5.854;5.830,75;1.451,25;1.857,25
21.12.2018;12:00;13:00;4.981,25;1.270,75;3.798;26.562;1.382,75;133;9.397,5;13.148,5;5.398,25;5.712,5;1.164,5;1.851,25
21.12.2018;13:00;14:00;4.975,5;1.265;3.491,25;27.367;1.203,5;131,75;9.367,75;12.960;4.700;5.585;769,5;1.850,25
21.12.2018;14:00;15:00;4.957,5;1.261,25;2.895,75;28.703,25;709,75;130,5;9.386,5;12.271,25;4.089;5.506,25;671,25;1.854,75
21.12.2018;15:00;16:00;4.955,5;1.275;2.880;30.550,25;177,5;130,25;9.322,5;11.538,75;3.777,25;5.328,75;793;1.841,25
21.12.2018;16:00;17:00;4.991,75;1.316;3.595,25;32.496,5;2,75;131,75;9.044,75;10.735,75;3.411;5.156,75;1.129;1.827,25
21.12.2018;17:00;18:00;4.970;1.277,5;3.734,75;34.215,25;0;130;9.011,5;8.503,5;3.414;5.102;2.174,5;1.846
21.12.2018;18:00;19:00;4.968,25;1.304;3.627;36.105;0;130;8.723,25;7.864,25;3.395;4.955,5;1.603,5;1.844,75
21.12.2018;19:00;20:00;4.944,25;1.358,25;3.454,25;37.077,5;0;130;7.566,5;7.600,75;3.391;4.855;900;1.841,75
21.12.2018;20:00;21:00;4.914,25;1.321,25;3.365;37.368,5;0;130;7.031,5;6.509,75;3.079;4.497,25;1.452,5;1.813,5
21.12.2018;21:00;22:00;4.913,25;1.380;3.495,25;37.591;0;130;6.972,5;6.431;2.704,25;4.218;241,25;1.803,75
21.12.2018;22:00;23:00;4.865,25;1.371,75;3.043,25;36.358,75;0;130;6.854,25;6.544,5;2.613,75;3.888;689,5;1.762,5
21.12.2018;23:00;00:00;4.843;1.387;2.934,5;36.112,25;0;130;6.667;6.212,25;2.512,5;3.448;34;1.759,25
22.12.2018;00:00;01:00;4.805,75;1.397,75;2.814,25;35.331;0;130;6.300,25;5.251,25;2.170;2.935,75;53,75;1.728,75
22.12.2018;01:00;02:00;4.804,25;1.408,25;3.111,75;33.717,25;0;130;6.914,75;5.243,5;2.072;2.937,75;22;1.737,25
22.12.2018;02:00;03:00;4.825,5;1.417,25;2.623,25;31.301,75;0;130,5;7.908,5;5.224,25;2.048,5;2.941,25;35,25;1.724,75
22.12.2018;03:00;04:00;4.832,5;1.409,25;1.881,25;29.013;0;131;8.368;5.290,25;2.036,75;2.949,5;303;1.714,25
22.12.2018;04:00;05:00;4.774,5;1.406,25;1.402,75;26.359,75;0;130,25;8.807;5.945;2.049;2.966,75;598,75;1.725
22.12.2018;05:00;06:00;4.783,5;1.492,75;1.085,75;23.517;0;130;9.242;6.782,25;2.204;3.094,75;361;1.751,5
22.12.2018;06:00;07:00;4.870,5;1.528,25;842;22.428,75;0;130;9.359,5;8.593,25;2.625,75;3.359,25;254,75;1.774
22.12.2018;07:00;08:00;4.913,5;1.573;865;21.663;0;130;9.377,25;10.233,5;3.501,75;3.781,75;625,5;1.790
22.12.2018;08:00;09:00;4.952;1.479,25;1.123;21.221,75;92,25;130;9.383,25;11.298,5;3.930,75;4.314;1.196,25;1.786,75
22.12.2018;09:00;10:00;4.959,5;1.546,75;1.099,5;20.444,5;730,5;132;9.388,25;11.707,5;4.598;4.425;1.667;1.793,5
22.12.2018;10:00;11:00;4.947,25;1.546,5;992;19.481,75;1.673;132;9.386;11.777,5;5.109,5;4.698,75;769,75;1.801
22.12.2018;11:00;12:00;4.960,75;1.535,75;754,75;19.089;2.286,75;132;9.390,25;11.815,75;5.401,25;4.704,5;1.626,75;1.803,25
22.12.2018;12:00;13:00;4.923,75;1.524,5;555,25;18.998,25;2.370,5;132;9.382,5;11.844;5.529;4.739;506;1.800,25
22.12.2018;13:00;14:00;4.948,75;1.544,25;446,5;18.638;2.324,75;132;9.385,5;11.837;5.495,75;4.728;360,25;1.804,25
22.12.2018;14:00;15:00;4.942,75;1.551;421,25;18.324,75;1.579,75;132;9.397,75;11.832;5.415,75;4.694,5;1.037,5;1.809,25
