Date;Start;End;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Apr 30, 2023;8:00 AM;9:00 AM;4,357.25;1,973.5;566.5;3,045.5;14,167.25;141;0;5,580.75;2,092.5;2,944.75;497.25;1,096.75
Apr 30, 2023;9:00 AM;10:00 AM;4,316.75;1,984;471;2,487.25;23,085;134;0;4,952.75;2,019.5;2,608;152.25;1,086.75
Apr 30, 2023;10:00 AM;11:00 AM;4,286.5;2,025.25;424.25;2,029;28,670.25;131.5;0;4,897.5;1,876;2,398.25;14.25;1,111.5
Apr 30, 2023;11:00 AM;12:00 PM;4,262.5;1,947.75;458.5;2,600;31,351.75;134;0;4,858.5;1,902.25;2,382.5;53.5;1,144
Apr 30, 2023;12:00 PM;1:00 PM;4,217;1,858.75;453.75;2,179.75;33,482.75;133.75;0;4,756.75;1,912;2,349.5;30;1,202.25
Apr 30, 2023;1:00 PM;2:00 PM;4,167;1,871.5;436;1,882.25;34,042.25;133;0;4,720.75;1,925.75;2,310.5;55.5;1,160.25
Apr 30, 2023;2:00 PM;3:00 PM;4,162;1,874.5;346;1,692.25;33,113.5;133.5;0;4,741;1,992.25;2,265;51.5;1,181.5
Apr 30, 2023;3:00 PM;4:00 PM;4,195.25;1,863.5;213.75;2,049.25;30,378.25;133.25;0;4,854.75;2,006.5;2,313;71.25;1,180.5
Apr 30, 2023;4:00 PM;5:00 PM;4,210.75;1,866.25;200.75;2,087.75;25,225.75;133.25;0;4,981.5;1,896;2,464.75;34.25;1,183.25
Apr 30, 2023;5:00 PM;6:00 PM;4,302.25;1,899;190.25;2,301;17,797.75;133.25;0;5,981.5;1,909;3,162.25;374.75;1,183.25
Apr 30, 2023;6:00 PM;7:00 PM;4,466;1,928.5;269.25;2,243.25;9,290.5;136;0;9,059.25;1,943.75;4,212.75;2,459;1,183.25
Apr 30, 2023;7:00 PM;8:00 PM;4,542;1,908.25;276.25;2,322;3,028;141.75;0;9,932;2,022.75;4,839.5;5,925.75;1,236.75
Apr 30, 2023;8:00 PM;9:00 PM;4,570.5;1,901.75;360.25;3,327.5;272;142.75;0;9,965.25;2,066.25;4,779;7,440.5;1,228
Apr 30, 2023;9:00 PM;10:00 PM;4,538.25;1,895.5;436;4,903;0.25;144.75;0;9,988.75;2,046.5;4,898.75;7,703;1,229
Apr 30, 2023;10:00 PM;11:00 PM;4,469.25;1,901;679.25;6,052.75;0;149;0;9,982;2,135;4,916.5;6,315.5;1,211.5
Apr 30, 2023;11:00 PM;12:00 AM;4,390.75;1,896;974.5;6,817.25;0;141.5;0;9,838.25;2,175.25;4,464;2,888;1,205
May 1, 2023;12:00 AM;1:00 AM;4,231.25;1,890;1,280.25;7,473.5;0;132.25;0;9,351.5;2,127.25;3,686.75;1,101;1,180
May 1, 2023;1:00 AM;2:00 AM;4,181.25;1,905.5;1,531.25;8,556.25;0;133.5;0;8,392;2,085.75;3,078.25;914.75;1,188
May 1, 2023;2:00 AM;3:00 AM;4,126.75;1,893.25;1,654.75;9,321.25;0;134;0;7,632.75;2,072.5;2,905.5;243;1,196.25
May 1, 2023;3:00 AM;4:00 AM;4,118;1,878.25;1,729.5;9,748.75;0;134.5;0;7,327.5;2,075.5;2,858;176.5;1,204.5
May 1, 2023;4:00 AM;5:00 AM;4,156.5;1,869.25;1,805.75;10,168.75;0;135;0;6,965.5;2,092;2,814.75;266.25;1,199.75
May 1, 2023;5:00 AM;6:00 AM;4,190;1,908;1,677.5;10,614.5;19.75;135;0;7,284.75;2,118.25;2,893.25;104.25;1,186.75
May 1, 2023;6:00 AM;7:00 AM;4,313.75;1,836.75;1,519.25;10,197;1,220.25;138.75;0;6,988.75;2,156;2,919.75;111.75;1,192
May 1, 2023;7:00 AM;8:00 AM;4,377.5;1,874.75;1,251.25;8,362.5;5,659.75;140.25;0;6,863;2,156;2,910.75;229;1,196.75
May 1, 2023;8:00 AM;9:00 AM;4,396.5;1,901.5;1,089.75;4,471.25;11,676;144.25;0;6,650.25;2,127.5;3,018;548.75;1,201.25
May 1, 2023;9:00 AM;10:00 AM;4,319.25;1,938;964;2,135.5;17,714.25;135;0;6,263.75;2,016.5;2,882.5;333.75;1,190.5
May 1, 2023;10:00 AM;11:00 AM;4,249.25;1,921;744.75;1,769;22,598.5;130.25;0;5,148.25;2,166.75;2,531.25;5.75;1,180.25
May 1, 2023;11:00 AM;12:00 PM;4,231.25;1,936.25;650.5;1,938.5;26,370;130;0;5,071.25;2,159.25;2,532.75;5.75;1,184
May 1, 2023;12:00 PM;1:00 PM;4,218.5;1,911.25;553.75;1,701.25;27,729;130;0;5,011.25;2,010.25;2,744.75;6.5;1,177
May 1, 2023;1:00 PM;2:00 PM;4,253;1,932;490.5;1,560.25;26,494.75;130;0;4,990;1,551.5;2,747.25;37;1,180.5
May 1, 2023;2:00 PM;3:00 PM;4,273.5;1,936.75;517.75;1,730.25;23,833.5;130;0;5,053;1,466.75;2,806.25;105.25;1,182
May 1, 2023;3:00 PM;4:00 PM;4,291.25;1,945.25;532.25;2,367.25;19,928;129.25;0;5,073;1,411.25;2,767.5;49.75;1,181
May 1, 2023;4:00 PM;5:00 PM;4,327.75;1,918.75;720;2,730;15,200.75;129;0;5,947.25;1,382.75;2,649;167;1,178
May 1, 2023;5:00 PM;6:00 PM;4,413;1,922.75;994.25;3,208;10,350.75;130;0;8,329.25;1,618.5;3,067;447;1,184.25
May 1, 2023;6:00 PM;7:00 PM;4,493.25;1,896.75;1,198.75;3,351.75;5,695.25;130;0;9,689.5;1,731.25;3,940;1,334.75;1,179.75
May 1, 2023;7:00 PM;8:00 PM;4,546.75;1,882;1,455;3,802.25;2,101.75;130;0;9,797.25;2,004.75;3,954.5;4,614.5;1,192.75
May 1, 2023;8:00 PM;9:00 PM;4,555.25;1,903;1,848.75;4,555;214;130.5;0;9,807;2,047.75;4,184;4,357;1,188
May 1, 2023;9:00 PM;10:00 PM;4,527;1,913.75;2,180.5;4,552.5;0.25;131;0;9,857;2,042;4,210.5;3,838;1,201.25
May 1, 2023;10:00 PM;11:00 PM;4,453.75;1,902.5;2,594.5;4,949.25;0;131;0;9,883;2,068.75;4,373;3,577.5;1,200.5
May 1, 2023;11:00 PM;12:00 AM;4,356.5;1,894;3,429.5;6,728.75;0;131.5;0;9,785.25;2,088.25;4,417.5;1,024.5;1,193.5
May 2, 2023;12:00 AM;1:00 AM;4,214.5;1,913.25;3,872.75;8,471.25;0;132;0;8,841.25;1,866;3,674.75;89;1,190.25
May 2, 2023;1:00 AM;2:00 AM;4,170.75;1,919.25;4,155.5;10,320;0;132;0;8,070.25;1,773.25;3,331.5;31;1,200.25
May 2, 2023;2:00 AM;3:00 AM;4,144.75;1,941;4,425.5;11,953.25;0;132;0;7,472;1,762.25;3,616.25;93;1,196.75
May 2, 2023;3:00 AM;4:00 AM;4,136.5;1,925.25;4,378.25;13,169.75;0;132;0;7,063.5;1,738.25;3,836.25;39;1,185.5
May 2, 2023;4:00 AM;5:00 AM;4,176;1,936.25;4,427.5;13,474.5;0;132;0;7,443;1,727;3,907;116.25;1,192.75
May 2, 2023;5:00 AM;6:00 AM;4,237.25;1,920.5;4,324.5;13,912.25;17.75;131.25;0;8,992.25;1,815.75;4,547;305;1,187
May 2, 2023;6:00 AM;7:00 AM;4,393.75;2,015.5;4,201.5;13,912.5;792;134.25;0;9,908.25;1,897.5;4,713.5;1,473;1,177
May 2, 2023;7:00 AM;8:00 AM;4,543.25;2,175.25;4,183;12,581.75;3,397.75;144;0;10,297.75;2,165.75;4,866.75;5,349;1,199.5
May 2, 2023;8:00 AM;9:00 AM;4,552.5;2,188.5;3,074.5;11,971.75;7,018.25;132;0;10,399.75;2,373.5;5,290;5,418.5;1,175.25
May 2, 2023;9:00 AM;10:00 AM;4,521.25;2,120.25;2,118;11,582.75;11,157.25;131;0;10,167.5;2,305.25;5,028;2,887.75;1,160
May 2, 2023;10:00 AM;11:00 AM;4,389;2,111;1,928;10,788;14,994;131;0;10,533.5;2,280;4,548;996;1,186
May 2, 2023;11:00 AM;12:00 PM;4,338;2,103.5;1,970.75;9,919;18,271.5;130.5;0;9,956.75;2,097.5;3,878.75;820.75;1,193
May 2, 2023;12:00 PM;1:00 PM;4,249.25;2,016;1,966.25;9,727;20,927;130;0;9,493.75;1,955;3,900;376;1,256.25
May 2, 2023;1:00 PM;2:00 PM;4,193.5;2,037.5;1,841.25;10,407.75;22,665.25;130.75;0;9,117;1,769.5;4,138.25;60.75;1,262.5
May 2, 2023;2:00 PM;3:00 PM;4,196.75;2,040.75;1,826.5;10,544.75;22,930;129;0;8,749;1,710.25;4,038.25;135.5;1,265.75
May 2, 2023;3:00 PM;4:00 PM;4,204.5;2,022;2,042.25;11,176;21,293.75;128;0;9,313;1,665.75;3,876.5;198.75;1,266.75
May 2, 2023;4:00 PM;5:00 PM;4,262;2,019.75;2,025.75;12,116.5;17,361.75;130.75;0;9,476;1,693.5;3,841.5;144.5;1,270.25
May 2, 2023;5:00 PM;6:00 PM;4,335.5;2,061;1,865.75;12,053;12,581.25;133.75;0;10,224.25;1,720.75;4,269.5;431;1,271
May 2, 2023;6:00 PM;7:00 PM;4,497.5;2,065;1,920.25;11,309;7,327.75;143;0;10,739.25;1,944.75;5,722.25;1,821.75;1,292.75
May 2, 2023;7:00 PM;8:00 PM;4,577.5;2,105.5;1,712.5;10,037.75;2,776.75;143;0;10,941.75;2,257;6,292.75;4,792;1,286.5
May 2, 2023;8:00 PM;9:00 PM;4,587.5;2,133.5;1,449.25;8,235.5;314;150;0;10,882;2,326.5;6,462.5;6,827;1,313.25
May 2, 2023;9:00 PM;10:00 PM;4,557.75;2,091.75;1,001.75;8,083.5;0.25;149;0;10,870.25;2,314.5;6,580.25;6,231.75;1,310
May 2, 2023;10:00 PM;11:00 PM;4,468.5;2,039.5;821.5;7,866.75;0;146.5;0;10,859.5;2,119;6,464.5;3,536.5;1,302
May 2, 2023;11:00 PM;12:00 AM;4,359.75;2,000.75;759;7,742.25;0;139.25;0;10,813;1,938.75;5,711.5;1,230.25;1,287.75
May 3, 2023;12:00 AM;1:00 AM;4,257.5;2,014.75;868;7,409.25;0;134;0;10,828.25;1,678.75;5,043;336.25;1,235.5
May 3, 2023;1:00 AM;2:00 AM;4,211.5;1,982;857.75;7,267.25;0;134;0;10,720.25;1,523.75;4,929.25;98.25;1,233.5
May 3, 2023;2:00 AM;3:00 AM;4,191.5;2,002.75;975;7,078.25;0;137.75;0;10,463.75;1,511;4,969;53.25;1,232.5
May 3, 2023;3:00 AM;4:00 AM;4,180;1,969.75;1,062.75;6,734;0;139.75;0;10,113.5;1,526.75;5,190.5;94;1,225.75
May 3, 2023;4:00 AM;5:00 AM;4,159.5;1,968.75;902.5;6,627.75;0;136.25;0;10,350.75;1,587.5;5,578;82.75;1,219.75
May 3, 2023;5:00 AM;6:00 AM;4,239.75;1,971.5;686;6,261.75;29.5;140.5;0;10,682.5;1,800;6,357.75;558;1,236.75
May 3, 2023;6:00 AM;7:00 AM;4,454.75;2,008.25;681.5;5,822.25;1,444.5;145.75;0;10,673;2,308.5;6,880.25;2,763.5;1,243
May 3, 2023;7:00 AM;8:00 AM;4,571;2,002.75;532.5;4,111.5;6,547;156.5;0;10,834;2,460.25;7,260.25;4,367.5;1,272.75
May 3, 2023;8:00 AM;9:00 AM;4,593;2,008.75;383;1,923.5;14,082.25;159.25;0;10,278.75;2,411.75;7,230.75;2,965.5;1,268.5
May 3, 2023;9:00 AM;10:00 AM;4,452;1,936.25;256;1,527.5;21,449.5;144.5;0;9,821;2,334.75;6,782.5;1,296.75;1,232.5
May 3, 2023;10:00 AM;11:00 AM;4,335.75;2,003.75;242;1,231.75;26,999.75;134.5;0;9,243.25;2,167.5;5,413;926.25;1,230.75
May 3, 2023;11:00 AM;12:00 PM;4,263.25;2,008.75;233.25;1,186.25;31,531;140.25;0;8,544.5;1,856.75;4,164.5;94.25;1,247.5
May 3, 2023;12:00 PM;1:00 PM;4,204;2,019;239.75;1,153.25;35,176.5;137.5;0;7,741;1,732.25;3,723.25;102;1,238.25
May 3, 2023;1:00 PM;2:00 PM;4,197.5;2,057;192.25;1,208.25;37,015.5;130.75;0;7,178.25;1,726.75;3,234;51.75;1,216
May 3, 2023;2:00 PM;3:00 PM;4,178.75;2,088.75;197.5;1,372;36,431.25;129;0;6,960.25;1,706;2,999;34.25;1,222
May 3, 2023;3:00 PM;4:00 PM;4,196.5;2,044.5;274.75;1,602.75;33,113;128.75;0;7,348.25;1,706.5;3,153;127.25;1,216
May 3, 2023;4:00 PM;5:00 PM;4,267.75;1,997.25;314.75;1,840.5;27,312.25;132.25;0;8,549.75;1,727;3,799;239;1,232.5
May 3, 2023;5:00 PM;6:00 PM;4,328.5;2,077.75;298.75;2,122.25;19,460.5;139;0;10,159;1,823.5;4,591.5;743.75;1,247.25
May 3, 2023;6:00 PM;7:00 PM;4,501;2,071.25;366.5;2,399.25;10,693.75;149.75;0;10,557;2,098.25;6,347.5;2,071;1,263.75
May 3, 2023;7:00 PM;8:00 PM;4,591.5;2,022.5;442;2,758;3,790;149.75;0;10,732;2,397.25;7,514.75;5,140.75;1,272.25
May 3, 2023;8:00 PM;9:00 PM;4,621.5;2,010;458.75;3,831.75;412.25;150.25;0;10,751.25;2,419.5;7,754;6,546;1,269.75
May 3, 2023;9:00 PM;10:00 PM;4,546.75;1,982.25;419.25;6,178.75;0.25;156.75;0;10,754;2,132.25;7,729.25;4,642.5;1,281.25
May 3, 2023;10:00 PM;11:00 PM;4,440.25;1,996.5;392;7,915.5;0;149;0;10,771;1,830.75;7,180.75;1,661;1,256.25
May 3, 2023;11:00 PM;12:00 AM;4,353.5;1,971.5;358;8,819.75;0;139.75;0;10,693;1,602.25;6,670.25;289.25;1,239
May 4, 2023;12:00 AM;1:00 AM;4,252.25;1,954.5;344.5;9,196.25;0;144.75;0;10,137.5;1,453;5,959.25;151;1,240.75
May 4, 2023;1:00 AM;2:00 AM;4,197.75;1,900.75;430.75;9,517;0;146;0;9,531.5;1,417.5;4,899.25;45.75;1,237
May 4, 2023;2:00 AM;3:00 AM;4,179.25;1,881.25;494;9,451;0;141.5;0;9,342.5;1,406;4,610.25;5.75;1,223.25
May 4, 2023;3:00 AM;4:00 AM;4,174;1,898.25;449.5;9,244.5;0;141.75;0;9,528;1,426.5;4,746.5;12.25;1,221.75
May 4, 2023;4:00 AM;5:00 AM;4,195.75;1,903;466.75;8,884.5;0;148;0;9,646.5;1,443;4,952;45;1,228.25
May 4, 2023;5:00 AM;6:00 AM;4,294;1,910;589.25;8,417.25;39.25;149.75;0;10,449.75;1,559.5;5,540;402.75;1,230
May 4, 2023;6:00 AM;7:00 AM;4,494.5;1,930.75;739.5;8,088;1,774.5;156.75;0;10,721;2,008.25;5,838.5;2,849.5;1,228.5
May 4, 2023;7:00 AM;8:00 AM;4,582.25;1,953.75;874;6,789;7,484.5;158.5;0;10,746.5;2,167.25;5,822.25;4,277.25;1,242
May 4, 2023;8:00 AM;9:00 AM;4,573;1,986.25;979.5;3,910.75;15,665.25;163.25;0;10,657.75;1,983;5,737.5;3,849;1,252.25
May 4, 2023;9:00 AM;10:00 AM;4,485;2,045.75;992.5;2,393.25;24,299.5;162;0;10,188;1,817;5,088.75;1,424.5;1,267.25
May 4, 2023;10:00 AM;11:00 AM;4,336.75;2,104.5;1,124.25;2,382.5;31,345;150.5;0;8,405.25;1,780.5;3,658.25;343.5;1,270.25
May 4, 2023;11:00 AM;12:00 PM;4,266.5;2,040;1,267;3,049.5;36,039.75;136;0;7,388.5;1,751.75;3,379;73;1,241.25
May 4, 2023;12:00 PM;1:00 PM;4,211.5;2,053;1,550.25;3,472.25;38,276;125.5;0;6,494;1,721;3,284.5;0.25;1,281.25
May 4, 2023;1:00 PM;2:00 PM;4,189.25;1,997;1,565.5;3,814.5;38,200.25;123.25;0;6,369.5;1,638.25;3,207;0;1,270.75
May 4, 2023;2:00 PM;3:00 PM;4,171.25;1,978.5;1,852.5;3,967.75;36,086;123;0;6,544.25;1,573;3,424.25;0;1,265.5
May 4, 2023;3:00 PM;4:00 PM;4,178.5;1,984.25;2,357.75;4,565;31,501.25;122;0;6,564.25;1,536.75;3,383.25;58.25;1,257
May 4, 2023;4:00 PM;5:00 PM;4,235.5;1,883;2,897.75;5,502;24,885.5;117.25;0;7,354.5;1,539;3,748.25;60;1,246.5
May 4, 2023;5:00 PM;6:00 PM;4,322.75;1,902;3,586.5;6,973.75;16,978.5;118.5;0;9,106.25;1,583.25;4,154.25;843.75;1,240
May 4, 2023;6:00 PM;7:00 PM;4,489.5;1,893.75;3,996;8,307.5;9,294.5;130.75;0;10,014.5;1,622.25;5,290.5;2,140.25;1,258.25
May 4, 2023;7:00 PM;8:00 PM;4,558.5;2,030.25;4,534.5;9,448.75;3,445.75;139.5;0;9,431.25;1,684.5;5,983.5;6,754;1,276
May 4, 2023;8:00 PM;9:00 PM;4,549.25;1,974.5;4,685.75;11,736.25;396.75;140.5;0;9,663.25;1,715;6,632.75;7,198.25;1,287.75
May 4, 2023;9:00 PM;10:00 PM;4,500.25;1,949;4,785;14,830.5;0.25;141.25;0;9,598.75;1,894.75;6,666.75;2,975.25;1,283
May 4, 2023;10:00 PM;11:00 PM;4,415.25;1,880.25;4,571;16,431;0;134;0;9,602.25;1,849;6,585.25;1,457.5;1,266.75
May 4, 2023;11:00 PM;12:00 AM;4,321.75;1,857.25;4,660;17,097.5;0;134;0;9,379.5;1,796.25;6,246.75;502.5;1,260
May 5, 2023;12:00 AM;1:00 AM;4,216;1,916.75;4,593.75;17,279.5;0;133;0;8,913.25;1,956.25;6,146.75;426.75;1,262.75
May 5, 2023;1:00 AM;2:00 AM;4,183.25;1,837.25;4,905.75;17,141.75;0;133;0;8,418;2,062.75;5,956.25;47.75;1,263.75
May 5, 2023;2:00 AM;3:00 AM;4,160.25;1,858.5;4,998.75;17,219.5;0;133;0;8,043.75;2,179.25;6,150.75;71;1,259.75
May 5, 2023;3:00 AM;4:00 AM;4,164.25;1,821;4,732.5;17,711.25;0;133.25;0;7,955.5;2,312.5;6,224.75;22.75;1,248.75
May 5, 2023;4:00 AM;5:00 AM;4,180.5;1,836;4,832.5;17,927;0;136;0;8,045.25;2,185.25;6,406.75;29.5;1,263.75
May 5, 2023;5:00 AM;6:00 AM;4,233.25;1,806;4,766;17,724.25;34.25;136;0;8,074;2,292.75;6,634.5;266.75;1,259.75
May 5, 2023;6:00 AM;7:00 AM;4,426.5;1,867.5;4,326.5;17,583;1,497.75;143;0;8,766.75;2,589;7,282.5;1,589;1,266.5
May 5, 2023;7:00 AM;8:00 AM;4,526.75;1,842.5;4,430.25;15,799.25;6,413.75;143;0;8,811.75;2,726.75;7,535;3,148.25;1,204.5
May 5, 2023;8:00 AM;9:00 AM;4,491.5;1,859.5;4,506.25;13,063.75;13,429.25;141.25;0;8,444.75;2,904.5;6,987.25;1,660.5;1,198.25
May 5, 2023;9:00 AM;10:00 AM;4,394.75;1,957.5;4,178.25;11,263.5;20,554.5;141;0;8,120.5;2,888.5;6,127.75;844.25;1,197.25
May 5, 2023;10:00 AM;11:00 AM;4,292.5;1,979.75;3,234.25;11,022.75;26,723.25;140;0;7,020.25;2,743;6,035.25;591.5;1,227.5
May 5, 2023;11:00 AM;12:00 PM;4,230.75;1,961.75;2,624;10,962.75;30,705.5;133.25;0;6,853.75;2,817.5;5,412;210.5;1,225.75
May 5, 2023;12:00 PM;1:00 PM;4,190.75;1,936.5;2,462;11,407.5;31,503.5;119.25;0;6,824.5;2,887.5;5,506.75;160.25;1,202.25
May 5, 2023;1:00 PM;2:00 PM;4,168.5;1,982.75;2,433;11,679.75;29,187.25;116.5;0;7,011.75;2,797.25;4,944;223;1,199.5
May 5, 2023;2:00 PM;3:00 PM;4,143;2,103.5;2,406.5;11,347.5;25,216.5;114.25;0;7,304.75;2,814;4,088.5;355.75;1,193
May 5, 2023;3:00 PM;4:00 PM;4,157;2,027.5;1,704.5;11,762;19,423;114.25;0;7,920.75;2,907.5;4,379.25;856.5;1,193.5
May 5, 2023;4:00 PM;5:00 PM;4,223.5;1,888.75;1,711.25;13,927.5;13,367.75;120.25;0;9,000.25;3,047.25;3,924;512.75;1,207
May 5, 2023;5:00 PM;6:00 PM;4,306;1,899.75;2,303.5;14,959;8,070.25;123;0;9,496.75;3,344.75;4,141.25;830;1,207.5
May 5, 2023;6:00 PM;7:00 PM;4,474.5;1,847.25;2,377.75;15,395;4,169.5;132;0;10,171.5;3,544.5;5,005;2,178;1,225.5
May 5, 2023;7:00 PM;8:00 PM;4,559.75;1,871;2,562;14,561.75;1,558.75;134;0;10,549.25;3,534.75;5,223.75;3,478;1,235
May 5, 2023;8:00 PM;9:00 PM;4,577.75;1,845.5;2,537.25;14,626.25;218.75;134.75;0;10,972.75;3,497.5;5,380.75;6,156;1,236.25
May 5, 2023;9:00 PM;10:00 PM;4,556.5;1,849;2,626.5;14,066.75;0.5;132.5;0;10,700;3,883;5,309.5;5,851.75;1,222.5
May 5, 2023;10:00 PM;11:00 PM;4,504;1,976.5;2,921;13,024;0;130.75;0;10,093.25;3,755.75;5,532.75;5,188;1,222.75
May 5, 2023;11:00 PM;12:00 AM;4,394.75;1,895.75;2,726.5;12,197;0;130.75;0;10,262.25;3,637;5,178.25;1,750.25;1,221.25
May 6, 2023;12:00 AM;1:00 AM;4,283;1,935.25;2,553.5;11,725.75;0;129.25;0;10,264.25;3,245;4,780.75;636.25;1,282.75
May 6, 2023;1:00 AM;2:00 AM;4,238.5;1,918.25;2,324.75;10,958;0;125.25;0;10,210.5;2,818.5;4,846.75;397.25;1,262
May 6, 2023;2:00 AM;3:00 AM;4,207.5;1,940.25;2,181;9,928.25;0;125.75;0;9,735.5;2,580.5;4,777.25;231.25;1,258
May 6, 2023;3:00 AM;4:00 AM;4,199;1,912.5;2,401.5;8,872.75;0;126.25;0;9,231.75;2,497;4,695.25;345.25;1,261.25
May 6, 2023;4:00 AM;5:00 AM;4,213.75;1,921.5;2,362.25;7,859.25;0;132.25;0;9,194.75;2,164;4,690.75;341;1,284.75
May 6, 2023;5:00 AM;6:00 AM;4,255;1,939;2,437.75;7,194.75;18;144;0;9,257.5;2,240.5;4,541;251.25;1,301
May 6, 2023;6:00 AM;7:00 AM;4,357.75;2,010;2,190;6,686.25;932.5;148;0;9,584.75;2,185.5;4,271.25;480.25;1,295.25
May 6, 2023;7:00 AM;8:00 AM;4,441.25;1,986.5;2,409;5,595.75;4,041.5;148.5;0;9,762;1,804.5;4,083.5;791;1,309.25
May 6, 2023;8:00 AM;9:00 AM;4,426.75;2,029.75;2,443.25;4,584.75;8,463.75;148;0;9,393;1,449.75;4,024;693;1,310.5
May 6, 2023;9:00 AM;10:00 AM;4,374.25;2,077.75;2,481;3,633;13,641.5;148;0;8,559;1,396.5;3,702.5;699.75;1,311.75
May 6, 2023;10:00 AM;11:00 AM;4,322.25;2,074.5;2,710;3,487.75;19,047.75;147.25;0;7,658.25;1,390;3,014.5;161.75;1,331.5
May 6, 2023;11:00 AM;12:00 PM;4,283.75;2,051.25;2,796.75;3,521.75;23,353.5;141.5;0;6,777.75;1,377.75;2,736.5;1;1,321
May 6, 2023;12:00 PM;1:00 PM;4,232.5;2,063.5;2,899.25;3,514.5;25,681.25;130.25;0;6,342.25;1,347.25;2,523;65.25;1,305
May 6, 2023;1:00 PM;2:00 PM;4,210.75;2,050.5;2,925.25;3,872.5;25,607.5;121.75;0;6,297.25;1,343.75;2,388.75;98.5;1,291.25
May 6, 2023;2:00 PM;3:00 PM;4,193.75;2,079.5;3,173.75;4,344.25;24,319.75;121.25;0;6,268;1,340.75;2,410.75;14.75;1,289.25
May 6, 2023;3:00 PM;4:00 PM;4,201.25;2,053;3,550.75;4,852.5;21,603.25;130;0;6,277.5;1,340.5;2,557.75;23.25;1,310.25
May 6, 2023;4:00 PM;5:00 PM;4,250;2,084.75;4,200;5,664;17,254.75;138.5;0;7,084.5;1,351.5;2,773;57.5;1,325.5
May 6, 2023;5:00 PM;6:00 PM;4,323;2,044.5;4,448.75;6,382.25;11,697.25;141.75;0;8,591.5;1,381;2,906;591.75;1,326
May 6, 2023;6:00 PM;7:00 PM;4,492.25;2,013.75;4,692;7,057.25;6,342.5;142.5;0;10,118;1,424.25;3,405.75;2,116.25;1,335.5
May 6, 2023;7:00 PM;8:00 PM;4,571.5;1,989.5;4,808.75;7,776.25;2,219;143;0;10,512;1,452.5;4,047.25;4,945;1,334.75
May 6, 2023;8:00 PM;9:00 PM;4,579.75;1,989.75;4,755.5;8,428.25;226;143.75;0;10,721.5;1,730.5;4,361.25;6,155.25;1,325.25
May 6, 2023;9:00 PM;10:00 PM;4,534.5;2,003.75;5,448.5;8,994.25;0.25;144.5;0;10,790;1,870;4,436.25;4,457.75;1,324.25
May 6, 2023;10:00 PM;11:00 PM;4,472.5;1,984.25;5,287.5;8,674;0;145;0;10,564.75;2,011.75;4,690;4,888.25;1,325.25
May 6, 2023;11:00 PM;12:00 AM;4,371.75;1,965.75;5,559.25;8,388;0;146;0;9,942.25;2,060.5;4,748.75;1,707.75;1,330.75
May 7, 2023;12:00 AM;1:00 AM;4,291.75;2,014.25;5,559.75;8,520.5;0;146;0;9,008.25;2,090.25;4,664.75;939.25;1,314.25
May 7, 2023;1:00 AM;2:00 AM;4,258.25;2,146.25;5,569.25;8,673.75;0;146;0;8,124.75;2,143.5;4,653.25;339.5;1,307.75
May 7, 2023;2:00 AM;3:00 AM;4,235;2,124;5,100.5;8,953.5;0;146;0;7,411.25;2,022.25;4,664.25;295;1,301.25
May 7, 2023;3:00 AM;4:00 AM;4,227.5;2,077;4,895.5;9,079.5;0;147;0;7,231.75;2,024.75;4,256.75;259.5;1,301.25
May 7, 2023;4:00 AM;5:00 AM;4,240.5;2,015.25;4,799.25;9,671;0;147;0;7,048.25;2,032.25;4,096.5;189;1,304.5
May 7, 2023;5:00 AM;6:00 AM;4,256.5;2,059.75;4,932.75;10,288.75;41;147;0;6,839;2,039.75;4,118.5;162.75;1,305
May 7, 2023;6:00 AM;7:00 AM;4,322.5;2,033;5,072.5;11,354;1,295.25;143.5;0;6,498.5;1,783.25;4,219.75;51.75;1,309
May 7, 2023;7:00 AM;8:00 AM;4,355;1,994.25;5,227.5;11,845;5,028.75;132.5;0;5,792.75;1,841.5;4,090.5;204;1,291.5
May 7, 2023;8:00 AM;9:00 AM;4,351.75;1,961;5,226.25;11,921.25;10,413.5;128.75;0;5,458.5;1,802.75;3,480.25;255.5;1,277.5
May 7, 2023;9:00 AM;10:00 AM;4,312.5;1,989.75;4,829;11,403.5;16,284.75;118.75;0;5,061.5;1,773.5;3,165.75;40.5;1,253
May 7, 2023;10:00 AM;11:00 AM;4,282;2,026.75;4,681.5;11,930.75;21,888.5;117.75;0;4,847.75;1,787.5;2,882.75;81.25;1,248.5
May 7, 2023;11:00 AM;12:00 PM;4,261.25;2,009;4,243.5;12,048.75;26,445;118.75;0;4,892.5;1,776.25;2,625;1;1,255.25
May 7, 2023;12:00 PM;1:00 PM;4,213.5;2,019.25;3,747.75;11,210.25;28,494.25;118;0;4,862.25;1,751.75;2,621.25;0;1,260.5
May 7, 2023;1:00 PM;2:00 PM;4,181.5;2,000.5;3,608.75;10,234.75;27,699;118;0;4,889.5;1,737.25;2,506;10;1,261.75
